symbol,price,signal,target,stop,strategy,confidence,risk_reward,position_size,expected_loss,time
ETHIRT,4043.573718,buy,4084.009455,4003.137981,RSI<30,0.7,1.0,0.247306,10.0,2025-10-15T13:55:03.365867
BNBIRT,1174.861137,sell,1163.112526,1186.609748,RSI>70,0.7,1.0,0.851164,9.999995,2025-10-15T13:55:03.819105
XRPIRT,2.470912,sell,2.446203,2.495621,RSI>70,0.7,1.0,404.708869,9.999951,2025-10-15T13:55:04.277848
DOGEIRT,0.200181,sell,0.198179,0.202183,RSI>70,0.7,1.0,4995.479091,10.000949,2025-10-15T13:55:05.873432
BTCIRT,111543.3213,buy,113216.471119,109870.17148,MAfast>MAslow,0.6,1.0,0.005977,10.000416,2025-10-15T13:55:07.353389
ETHIRT,4043.573718,buy,4084.009455,4003.137981,RSI<30,0.7,1.0,0.247306,10.0,2025-10-15T13:55:07.817865
BNBIRT,1174.861137,sell,1163.112526,1186.609748,RSI>70,0.7,1.0,0.851164,9.999995,2025-10-15T13:55:08.553139
XRPIRT,2.470912,sell,2.446203,2.495621,RSI>70,0.7,1.0,404.708869,9.999951,2025-10-15T13:55:09.182062
DOGEIRT,0.200181,sell,0.198179,0.202183,RSI>70,0.7,1.0,4995.479091,10.000949,2025-10-15T13:55:09.784442
BTCIRT,111548.736462,buy,113221.967509,109875.505415,MAfast>MAslow,0.6,1.0,0.005976,9.999229,2025-10-15T13:55:11.372331
ETHIRT,4043.573718,buy,4084.009455,4003.137981,RSI<30,0.7,1.0,0.247306,10.0,2025-10-15T13:55:12.023198
BNBIRT,1174.998998,buy,1192.623983,1157.374013,MAfast>MAslow,0.6,1.0,0.567376,9.999993,2025-10-15T13:55:12.626914
XRPIRT,2.471201,sell,2.446489,2.495913,RSI>70,0.7,1.0,404.661539,9.999996,2025-10-15T13:55:13.241528
DOGEIRT,0.200204,sell,0.198202,0.202206,RSI>70,0.7,1.0,4994.905197,9.9998,2025-10-15T13:55:13.920265
BTCIRT,111561.825846,buy,113235.253234,109888.398458,MAfast>MAslow,0.6,1.0,0.005976,10.000402,2025-10-15T13:55:15.604763
ETHIRT,4044.559306,sell,3983.890916,4105.227696,MAfast<MAslow,0.6,1.0,0.16483,9.999971,2025-10-15T13:55:16.331363
BNBIRT,1175.1475,buy,1192.774712,1157.520287,MAfast>MAslow,0.6,1.0,0.567305,10.000006,2025-10-15T13:55:17.025156
XRPIRT,2.471514,sell,2.446799,2.496229,RSI>70,0.7,1.0,404.610292,9.999943,2025-10-15T13:55:17.711451
DOGEIRT,0.200229,sell,0.198227,0.202231,RSI>70,0.7,1.0,4994.281548,9.998552,2025-10-15T13:55:18.205685
BTCIRT,111570.509059,buy,113244.066695,109896.951423,MAfast>MAslow,0.6,1.0,0.005975,9.999507,2025-10-15T13:55:19.887851
ETHIRT,4044.26723,sell,3983.603222,4104.931238,MAfast<MAslow,0.6,1.0,0.164842,9.999976,2025-10-15T13:55:20.584646
BNBIRT,1175.062637,buy,1192.688577,1157.436697,MAfast>MAslow,0.6,1.0,0.567346,10.000007,2025-10-15T13:55:21.270239
XRPIRT,2.471335,sell,2.446622,2.496048,RSI>70,0.7,1.0,404.639598,9.999858,2025-10-15T13:55:21.923545
DOGEIRT,0.200215,sell,0.198213,0.202217,RSI>70,0.7,1.0,4994.630772,9.999251,2025-10-15T13:55:23.248592
BTCIRT,111543.3213,buy,113216.471119,109870.17148,MAfast>MAslow,0.6,1.0,0.005977,10.000416,2025-10-15T13:55:25.884433
ETHIRT,4045.362733,sell,3984.682292,4106.043174,MAfast<MAslow,0.6,1.0,0.164798,10.000015,2025-10-15T13:55:30.807509
BNBIRT,1175.380936,buy,1193.01165,1157.750222,MAfast>MAslow,0.6,1.0,0.567192,10.0,2025-10-15T13:55:31.459755
XRPIRT,2.475228,sell,2.450476,2.49998,RSI>70,0.7,1.0,404.003187,9.999887,2025-10-15T13:55:32.157886
DOGEIRT,0.200231,sell,0.198229,0.202233,RSI>70,0.7,1.0,4994.231662,9.998452,2025-10-15T13:55:32.872039
BTCIRT,111576.932799,buy,113250.586791,109903.278807,MAfast>MAslow,0.6,1.0,0.005975,10.000083,2025-10-15T13:55:34.507048
ETHIRT,4044.595818,sell,3983.926881,4105.264755,MAfast<MAslow,0.6,1.0,0.164829,10.0,2025-10-15T13:55:35.152029
BNBIRT,1175.158109,buy,1192.785481,1157.530737,MAfast>MAslow,0.6,1.0,0.5673,10.000008,2025-10-15T13:55:35.814149
XRPIRT,2.488645,sell,2.463759,2.513531,RSI>70,0.7,1.0,401.82509,9.999819,2025-10-15T13:55:36.471892
DOGEIRT,0.200361,sell,0.198357,0.202365,RSI>70,0.7,1.0,4990.991261,10.001946,2025-10-15T13:55:37.158583
BTCIRT,111649.503162,buy,113324.245709,109974.760615,MAfast>MAslow,0.6,1.0,0.005971,9.999888,2025-10-15T13:55:38.663799
ETHIRT,4047.22645,buy,4107.934847,3986.518053,MAfast>MAslow,0.6,1.0,0.164722,10.000009,2025-10-15T13:55:39.161420
BNBIRT,1175.922439,buy,1193.561276,1158.283602,MAfast>MAslow,0.6,1.0,0.566931,10.000003,2025-10-15T13:55:41.037274
XRPIRT,2.488645,sell,2.463759,2.513531,RSI>70,0.7,1.0,401.82509,9.999819,2025-10-15T13:55:42.026516
DOGEIRT,0.200231,sell,0.198229,0.202233,RSI>70,0.7,1.0,4994.231662,9.998452,2025-10-15T13:55:43.165960
BTCIRT,111576.932799,buy,113250.586791,109903.278807,MAfast>MAslow,0.6,1.0,0.005975,10.000083,2025-10-15T13:55:44.995785
ETHIRT,4044.595818,buy,4105.264755,3983.926881,MAfast>MAslow,0.6,1.0,0.164829,10.0,2025-10-15T13:55:45.759063
BNBIRT,1175.158109,buy,1192.785481,1157.530737,MAfast>MAslow,0.6,1.0,0.5673,10.000008,2025-10-15T13:55:46.453579
XRPIRT,2.487027,sell,2.462157,2.511897,RSI>70,0.7,1.0,402.086507,9.999891,2025-10-15T13:55:47.221630
DOGEIRT,0.200231,sell,0.198229,0.202233,RSI>70,0.7,1.0,4994.231662,9.998452,2025-10-15T13:55:48.023632
BTCIRT,111576.932799,buy,113250.586791,109903.278807,MAfast>MAslow,0.6,1.0,0.005975,10.000083,2025-10-15T13:55:55.909101
ETHIRT,4044.595818,buy,4105.264755,3983.926881,MAfast>MAslow,0.6,1.0,0.164829,10.0,2025-10-15T13:55:58.716172
BNBIRT,1175.158109,buy,1192.785481,1157.530737,MAfast>MAslow,0.6,1.0,0.5673,10.000008,2025-10-15T13:55:59.571533
XRPIRT,2.480446,buy,2.517653,2.443239,MAfast>MAslow,0.6,1.0,268.768869,10.000083,2025-10-15T13:56:00.316037
DOGEIRT,0.200233,sell,0.198231,0.202235,RSI>70,0.7,1.0,4994.181778,9.998352,2025-10-15T13:56:00.984875
BTCIRT,111506.464215,buy,113179.061178,109833.867252,MAfast>MAslow,0.6,1.0,0.005979,10.000457,2025-10-15T13:56:02.789373
ETHIRT,4044.595818,buy,4105.264755,3983.926881,MAfast>MAslow,0.6,1.0,0.164829,10.0,2025-10-15T13:56:03.583303
BNBIRT,1174.861137,buy,1192.484054,1157.23822,MAfast>MAslow,0.6,1.0,0.567443,10.000001,2025-10-15T13:56:04.345904
XRPIRT,2.474738,buy,2.511859,2.437617,MAfast>MAslow,0.6,1.0,269.388786,9.999981,2025-10-15T13:56:06.045451
DOGEIRT,0.200182,buy,0.203185,0.197179,MAfast>MAslow,0.6,1.0,3330.302758,10.000899,2025-10-15T13:56:06.574813
BTCIRT,111157.951273,buy,112269.530786,110046.37176,RSI<30,0.7,1.0,0.008996,9.999769,2025-10-15T13:56:08.265049
ETHIRT,4044.940181,buy,4105.614284,3984.266078,MAfast>MAslow,0.6,1.0,0.164815,10.000002,2025-10-15T13:56:08.936764
BNBIRT,1174.861137,buy,1192.484054,1157.23822,MAfast>MAslow,0.6,1.0,0.567443,10.000001,2025-10-15T13:56:09.722525
XRPIRT,2.474738,buy,2.511859,2.437617,MAfast>MAslow,0.6,1.0,269.388786,9.999981,2025-10-15T13:56:11.510777
DOGEIRT,0.200182,buy,0.203185,0.197179,MAfast>MAslow,0.6,1.0,3330.302758,10.000899,2025-10-15T13:56:12.267211
BTCIRT,111186.04883,sell,109518.258098,112853.839562,MAfast<MAslow,0.6,1.0,0.005996,10.000073,2025-10-15T13:56:14.013750
ETHIRT,4045.962626,buy,4106.652065,3985.273187,MAfast>MAslow,0.6,1.0,0.164773,9.999981,2025-10-15T13:56:14.770912
BNBIRT,1175.158109,sell,1157.530737,1192.785481,MAfast<MAslow,0.6,1.0,0.5673,10.000008,2025-10-15T13:56:15.414265
XRPIRT,2.475364,buy,2.512494,2.438234,MAfast>MAslow,0.6,1.0,269.32066,9.999876,2025-10-15T13:56:16.199148
DOGEIRT,0.200417,buy,0.203423,0.197411,MAfast>MAslow,0.6,1.0,3326.397794,9.999152,2025-10-15T13:56:21.174862
BTCIRT,111501.101361,sell,109828.584841,113173.617881,MAfast<MAslow,0.6,1.0,0.005979,9.999976,2025-10-15T13:56:23.228010
ETHIRT,4045.962626,buy,4106.652065,3985.273187,MAfast>MAslow,0.6,1.0,0.164773,9.999981,2025-10-15T13:56:24.155867
BNBIRT,1175.158109,sell,1157.530737,1192.785481,MAfast<MAslow,0.6,1.0,0.5673,10.000008,2025-10-15T13:56:24.874089
XRPIRT,2.475382,buy,2.512513,2.438251,MAfast>MAslow,0.6,1.0,269.318702,10.000073,2025-10-15T13:56:25.544259
DOGEIRT,0.200417,buy,0.203423,0.197411,MAfast>MAslow,0.6,1.0,3326.397794,9.999152,2025-10-15T13:56:26.899216
BTCIRT,111501.101361,sell,109828.584841,113173.617881,MAfast<MAslow,0.6,1.0,0.005979,9.999976,2025-10-15T13:56:30.680450
ETHIRT,4044.940181,buy,4105.614284,3984.266078,MAfast>MAslow,0.6,1.0,0.164815,10.000002,2025-10-15T13:56:31.872367
BNBIRT,1174.861137,sell,1157.23822,1192.484054,MAfast<MAslow,0.6,1.0,0.567443,10.000001,2025-10-15T13:56:33.302119
XRPIRT,2.474756,sell,2.437635,2.511877,MAfast<MAslow,0.6,1.0,269.386827,9.999908,2025-10-15T13:56:34.847351
DOGEIRT,0.200361,buy,0.203366,0.197356,MAfast>MAslow,0.6,1.0,3327.327507,9.998619,2025-10-15T13:56:35.734152
BTCIRT,111501.101361,sell,109828.584841,113173.617881,MAfast<MAslow,0.6,1.0,0.005979,9.999976,2025-10-15T13:56:38.850354
ETHIRT,4044.595818,buy,4105.264755,3983.926881,MAfast>MAslow,0.6,1.0,0.164829,10.0,2025-10-15T13:56:42.534554
BNBIRT,1175.158109,sell,1157.530737,1192.785481,MAfast<MAslow,0.6,1.0,0.5673,10.000008,2025-10-15T13:56:45.440669
XRPIRT,2.485135,buy,2.522412,2.447858,MAfast>MAslow,0.6,1.0,268.261751,9.999993,2025-10-15T13:56:48.160095
DOGEIRT,0.200361,buy,0.203366,0.197356,MAfast>MAslow,0.6,1.0,3327.327507,9.998619,2025-10-15T13:56:50.609285
BTCIRT,111219.441745,sell,109551.150119,112887.733371,MAfast<MAslow,0.6,1.0,0.005994,9.99974,2025-10-15T13:56:56.993817
ETHIRT,4052.6295,sell,4012.103205,4093.155795,RSI>70,0.7,1.0,0.246753,9.999985,2025-10-15T13:56:57.857988
BNBIRT,1175.158109,sell,1157.530737,1192.785481,MAfast<MAslow,0.6,1.0,0.5673,10.000008,2025-10-15T13:56:58.881676
XRPIRT,2.474786,buy,2.511908,2.437664,MAfast>MAslow,0.6,1.0,269.383562,10.000057,2025-10-15T13:57:00.241894
DOGEIRT,0.200412,buy,0.203418,0.197406,MAfast>MAslow,0.6,1.0,3326.480783,9.999401,2025-10-15T13:57:01.592327
BTCIRT,111219.441845,sell,109551.150217,112887.733473,MAfast<MAslow,0.6,1.0,0.005994,9.99974,2025-10-15T13:57:04.142174
ETHIRT,4052.628922,sell,4012.102633,4093.155211,RSI>70,0.7,1.0,0.246753,9.999983,2025-10-15T13:57:05.483914
BNBIRT,1184.521585,sell,1172.676369,1196.366801,RSI>70,0.7,1.0,0.844223,10.000004,2025-10-15T13:57:07.044276
XRPIRT,2.474183,buy,2.511296,2.43707,MAfast>MAslow,0.6,1.0,269.449215,10.000069,2025-10-15T13:57:07.818290
DOGEIRT,0.200363,buy,0.203368,0.197358,MAfast>MAslow,0.6,1.0,3327.294294,9.998519,2025-10-15T13:57:08.456678
BTCIRT,111372.846325,sell,109702.25363,113043.43902,MAfast<MAslow,0.6,1.0,0.005986,10.000168,2025-10-15T13:57:10.483169
ETHIRT,4051.64136,buy,4112.41598,3990.86674,MAfast>MAslow,0.6,1.0,0.164542,9.999978,2025-10-15T13:57:11.348090
BNBIRT,1184.232935,sell,1172.390606,1196.075264,RSI>70,0.7,1.0,0.844428,9.999994,2025-10-15T13:57:12.225251
XRPIRT,2.474183,buy,2.511296,2.43707,MAfast>MAslow,0.6,1.0,269.449215,10.000069,2025-10-15T13:57:12.917295
DOGEIRT,0.19937,buy,0.201364,0.197376,RSI<30,0.7,1.0,5015.799769,10.001505,2025-10-15T13:57:13.728925
BTCIRT,111481.314308,sell,109809.094593,113153.534023,MAfast<MAslow,0.6,1.0,0.00598,9.999874,2025-10-15T13:57:15.533123
ETHIRT,4052.336234,buy,4113.121278,3991.55119,MAfast>MAslow,0.6,1.0,0.164514,9.999991,2025-10-15T13:57:16.168215
BNBIRT,1184.436044,sell,1172.591684,1196.280404,RSI>70,0.7,1.0,0.844284,10.000004,2025-10-15T13:57:16.868425
XRPIRT,2.474183,sell,2.43707,2.511296,MAfast<MAslow,0.6,1.0,269.449215,10.000069,2025-10-15T13:57:17.821293
DOGEIRT,0.200363,sell,0.197358,0.203368,MAfast<MAslow,0.6,1.0,3327.294294,9.998519,2025-10-15T13:57:18.444107
BTCIRT,111211.437398,sell,109543.265837,112879.608959,MAfast<MAslow,0.6,1.0,0.005995,10.000689,2025-10-15T13:57:20.507594
ETHIRT,4052.336234,sell,4011.812872,4092.859596,RSI>70,0.7,1.0,0.246771,9.999991,2025-10-15T13:57:23.081511
BNBIRT,1184.436044,sell,1172.591684,1196.280404,RSI>70,0.7,1.0,0.844284,10.000004,2025-10-15T13:57:23.657900
XRPIRT,2.474607,sell,2.437488,2.511726,MAfast<MAslow,0.6,1.0,269.403047,9.999972,2025-10-15T13:57:24.208725
DOGEIRT,0.200397,sell,0.197391,0.203403,MAfast<MAslow,0.6,1.0,3326.729775,10.00015,2025-10-15T13:57:24.897612
BTCIRT,111481.314308,sell,109809.094593,113153.534023,MAfast<MAslow,0.6,1.0,0.00598,9.999874,2025-10-15T13:57:26.474202
ETHIRT,4053.077541,buy,4113.873704,3992.281378,MAfast>MAslow,0.6,1.0,0.164484,9.999996,2025-10-15T13:57:26.989026
BNBIRT,1184.436044,sell,1172.591684,1196.280404,RSI>70,0.7,1.0,0.844284,10.000004,2025-10-15T13:57:27.913334
XRPIRT,2.474607,sell,2.437488,2.511726,MAfast<MAslow,0.6,1.0,269.403047,9.999972,2025-10-15T13:57:29.256194
DOGEIRT,0.200397,sell,0.197391,0.203403,MAfast<MAslow,0.6,1.0,3326.729775,10.00015,2025-10-15T13:57:29.819141
BTCIRT,111498.411753,sell,109825.935577,113170.887929,MAfast<MAslow,0.6,1.0,0.005979,9.999735,2025-10-15T13:57:31.523646
ETHIRT,4053.078173,sell,4012.547391,4093.608955,RSI>70,0.7,1.0,0.246726,9.999998,2025-10-15T13:57:32.650974
BNBIRT,1174.745949,buy,1192.367138,1157.12476,MAfast>MAslow,0.6,1.0,0.567499,10.000007,2025-10-15T13:57:34.577881
XRPIRT,2.474205,sell,2.437092,2.511318,MAfast<MAslow,0.6,1.0,269.446819,9.99998,2025-10-15T13:57:35.409456
DOGEIRT,0.200371,sell,0.197365,0.203377,MAfast<MAslow,0.6,1.0,3327.161449,10.001447,2025-10-15T13:57:36.062791
BTCIRT,111463.203298,sell,109791.255249,113135.151347,MAfast<MAslow,0.6,1.0,0.005981,9.999921,2025-10-15T13:57:38.557032
ETHIRT,4052.419719,sell,4011.895522,4092.943916,RSI>70,0.7,1.0,0.246766,9.999994,2025-10-15T13:57:40.032926
BNBIRT,1174.480884,buy,1192.098097,1156.863671,MAfast>MAslow,0.6,1.0,0.567627,10.000006,2025-10-15T13:57:41.098106
XRPIRT,2.474205,sell,2.437092,2.511318,MAfast<MAslow,0.6,1.0,269.446819,9.99998,2025-10-15T13:57:42.708273
DOGEIRT,0.200416,buy,0.203422,0.19741,MAfast>MAslow,0.6,1.0,3326.414391,9.999202,2025-10-15T13:57:44.555176
BTCIRT,111506.951876,sell,109834.347598,113179.556154,MAfast<MAslow,0.6,1.0,0.005979,10.000501,2025-10-15T13:57:47.388605
ETHIRT,4053.370888,sell,4012.837179,4093.904597,RSI>70,0.7,1.0,0.246708,9.99999,2025-10-15T13:57:49.375644
BNBIRT,1174.756554,buy,1192.377902,1157.135206,MAfast>MAslow,0.6,1.0,0.567493,9.999992,2025-10-15T13:57:51.433098
XRPIRT,2.474786,sell,2.437664,2.511908,MAfast<MAslow,0.6,1.0,269.383562,10.000057,2025-10-15T13:57:53.361039
DOGEIRT,0.200418,buy,0.203424,0.197412,MAfast>MAslow,0.6,1.0,3326.381197,9.999102,2025-10-15T13:57:55.526811
BTCIRT,111576.932781,buy,113250.586773,109903.278789,MAfast>MAslow,0.6,1.0,0.005975,10.000083,2025-10-15T13:57:58.665025
ETHIRT,4048.314141,buy,4109.038853,3987.589429,MAfast>MAslow,0.6,1.0,0.164678,10.000024,2025-10-15T13:58:00.845917
BNBIRT,1174.756554,sell,1157.135206,1192.377902,MAfast<MAslow,0.6,1.0,0.567493,9.999992,2025-10-15T13:58:01.513497
XRPIRT,2.474205,sell,2.437092,2.511318,MAfast<MAslow,0.6,1.0,269.446819,9.99998,2025-10-15T13:58:05.661668
DOGEIRT,0.200387,buy,0.203393,0.197381,MAfast>MAslow,0.6,1.0,3326.89579,10.000649,2025-10-15T13:58:06.445523
BTCIRT,111576.932781,buy,113250.586773,109903.278789,MAfast>MAslow,0.6,1.0,0.005975,10.000083,2025-10-15T13:58:08.251072
ETHIRT,4048.314141,buy,4109.038853,3987.589429,MAfast>MAslow,0.6,1.0,0.164678,10.000024,2025-10-15T13:58:09.031651
BNBIRT,1174.756554,sell,1157.135206,1192.377902,MAfast<MAslow,0.6,1.0,0.567493,9.999992,2025-10-15T13:58:10.812614
XRPIRT,2.474786,sell,2.437664,2.511908,MAfast<MAslow,0.6,1.0,269.383562,10.000057,2025-10-15T13:58:11.499903
DOGEIRT,0.200434,buy,0.203441,0.197427,MAfast>MAslow,0.6,1.0,3326.115662,10.00163,2025-10-15T13:58:12.045196
BTCIRT,111571.516268,buy,113245.089012,109897.943524,MAfast>MAslow,0.6,1.0,0.005975,9.999597,2025-10-15T13:58:13.790750
ETHIRT,4048.314141,buy,4109.038853,3987.589429,MAfast>MAslow,0.6,1.0,0.164678,10.000024,2025-10-15T13:58:14.513459
BNBIRT,1174.756554,sell,1157.135206,1192.377902,MAfast<MAslow,0.6,1.0,0.567493,9.999992,2025-10-15T13:58:15.496515
XRPIRT,2.474786,sell,2.437664,2.511908,MAfast<MAslow,0.6,1.0,269.383562,10.000057,2025-10-15T13:58:16.466379
DOGEIRT,0.200998,buy,0.204013,0.197983,MAfast>MAslow,0.6,1.0,3316.782588,10.0001,2025-10-15T13:58:17.243335
BTCIRT,111545.334753,buy,113218.514774,109872.154732,MAfast>MAslow,0.6,1.0,0.005977,10.000597,2025-10-15T13:58:19.189661
ETHIRT,4047.364158,buy,4108.07462,3986.653696,MAfast>MAslow,0.6,1.0,0.164716,9.999984,2025-10-15T13:58:19.714939
BNBIRT,1174.480884,sell,1156.863671,1192.098097,MAfast<MAslow,0.6,1.0,0.567627,10.000006,2025-10-15T13:58:20.181173
XRPIRT,2.478867,sell,2.441684,2.51605,MAfast<MAslow,0.6,1.0,268.940071,9.999999,2025-10-15T13:58:23.864926
DOGEIRT,0.200998,buy,0.204013,0.197983,MAfast>MAslow,0.6,1.0,3316.782588,10.0001,2025-10-15T13:58:24.472291
BTCIRT,111576.932799,buy,113250.586791,109903.278807,MAfast>MAslow,0.6,1.0,0.005975,10.000083,2025-10-15T13:58:26.400835
ETHIRT,4048.314141,sell,3987.589429,4109.038853,MAfast<MAslow,0.6,1.0,0.164678,10.000024,2025-10-15T13:58:27.296392
BNBIRT,1174.756554,sell,1157.135206,1192.377902,MAfast<MAslow,0.6,1.0,0.567493,9.999992,2025-10-15T13:58:27.904008
XRPIRT,2.478867,buy,2.51605,2.441684,MAfast>MAslow,0.6,1.0,268.940071,9.999999,2025-10-15T13:58:28.629849
DOGEIRT,0.199386,buy,0.202377,0.196395,MAfast>MAslow,0.6,1.0,3343.59818,10.000702,2025-10-15T13:58:29.402525
BTCIRT,111550.750014,buy,113224.011264,109877.488764,MAfast>MAslow,0.6,1.0,0.005976,9.999409,2025-10-15T13:58:31.173726
ETHIRT,4047.364158,buy,4087.8378,4006.890516,RSI<30,0.7,1.0,0.247074,9.999985,2025-10-15T13:58:31.872312
BNBIRT,1174.480884,sell,1156.863671,1192.098097,MAfast<MAslow,0.6,1.0,0.567627,10.000006,2025-10-15T13:58:32.408752
XRPIRT,2.478285,sell,2.453502,2.503068,RSI>70,0.7,1.0,403.504843,10.000061,2025-10-15T13:58:32.997032
DOGEIRT,0.199386,sell,0.196395,0.202377,MAfast<MAslow,0.6,1.0,3343.59818,10.000702,2025-10-15T13:58:36.741405
BTCIRT,111488.464729,buy,113160.7917,109816.137758,MAfast>MAslow,0.6,1.0,0.00598,10.000515,2025-10-15T13:58:38.391719
ETHIRT,4047.364158,buy,4087.8378,4006.890516,RSI<30,0.7,1.0,0.247074,9.999985,2025-10-15T13:58:39.090291
BNBIRT,1174.756554,buy,1186.50412,1163.008988,RSI<30,0.7,1.0,0.85124,9.999998,2025-10-15T13:58:39.754437
XRPIRT,2.479444,sell,2.45465,2.504238,RSI>70,0.7,1.0,403.316227,9.999823,2025-10-15T13:58:40.511082
DOGEIRT,0.199433,sell,0.196442,0.202424,MAfast<MAslow,0.6,1.0,3342.8102,9.998345,2025-10-15T13:58:40.974117
BTCIRT,111480.297966,buy,113152.502435,109808.093497,MAfast>MAslow,0.6,1.0,0.00598,9.999783,2025-10-15T13:58:42.565608
ETHIRT,4060.649696,sell,3999.739951,4121.559441,MAfast<MAslow,0.6,1.0,0.164177,9.999979,2025-10-15T13:58:44.178033
BNBIRT,1174.480884,buy,1186.225693,1162.736075,RSI<30,0.7,1.0,0.85144,10.0,2025-10-15T13:58:45.156285
XRPIRT,2.479444,sell,2.45465,2.504238,RSI>70,0.7,1.0,403.316227,9.999823,2025-10-15T13:58:46.379571
DOGEIRT,0.199896,sell,0.196898,0.202894,MAfast<MAslow,0.6,1.0,3335.067568,9.998533,2025-10-15T13:58:46.824081
BTCIRT,111576.932799,buy,113250.586791,109903.278807,MAfast>MAslow,0.6,1.0,0.005975,10.000083,2025-10-15T13:58:48.396904
ETHIRT,4061.602797,buy,4122.526839,4000.678755,MAfast>MAslow,0.6,1.0,0.164139,10.000011,2025-10-15T13:58:48.983415
BNBIRT,1174.756554,buy,1186.50412,1163.008988,RSI<30,0.7,1.0,0.85124,9.999998,2025-10-15T13:58:49.629250
XRPIRT,2.479444,sell,2.45465,2.504238,RSI>70,0.7,1.0,403.316227,9.999823,2025-10-15T13:58:50.370619
DOGEIRT,0.199896,sell,0.196898,0.202894,MAfast<MAslow,0.6,1.0,3335.067568,9.998533,2025-10-15T13:58:50.925329
BTCIRT,111576.932799,sell,110461.163471,112692.702127,RSI>70,0.7,1.0,0.008962,9.999525,2025-10-15T13:58:52.505784
ETHIRT,4061.602797,buy,4122.526839,4000.678755,MAfast>MAslow,0.6,1.0,0.164139,10.000011,2025-10-15T13:58:53.196012
BNBIRT,1174.756554,buy,1186.50412,1163.008988,RSI<30,0.7,1.0,0.85124,9.999998,2025-10-15T13:58:53.830550
XRPIRT,2.480112,sell,2.455311,2.504913,RSI>70,0.7,1.0,403.207597,9.999952,2025-10-15T13:58:54.860187
DOGEIRT,0.199896,sell,0.196898,0.202894,MAfast<MAslow,0.6,1.0,3335.067568,9.998533,2025-10-15T13:58:55.555148
BTCIRT,111575.925541,buy,113249.564424,109902.286658,MAfast>MAslow,0.6,1.0,0.005975,9.999992,2025-10-15T13:58:57.260051
ETHIRT,4061.566131,buy,4122.489623,4000.642639,MAfast>MAslow,0.6,1.0,0.16414,9.999982,2025-10-15T13:58:57.909044
BNBIRT,1174.671719,buy,1186.418436,1162.925002,RSI<30,0.7,1.0,0.851302,10.000004,2025-10-15T13:58:58.639332
XRPIRT,2.479933,sell,2.455134,2.504732,RSI>70,0.7,1.0,403.2367,9.999867,2025-10-15T13:59:00.398992
DOGEIRT,0.199882,sell,0.196884,0.20288,MAfast<MAslow,0.6,1.0,3335.301161,9.999233,2025-10-15T13:59:01.004533
BTCIRT,111498.411753,buy,113170.887929,109825.935577,MAfast>MAslow,0.6,1.0,0.005979,9.999735,2025-10-15T13:59:02.586425
ETHIRT,4044.32282,buy,4104.987662,3983.657978,MAfast>MAslow,0.6,1.0,0.16484,9.999993,2025-10-15T13:59:03.284898
BNBIRT,1174.671719,sell,1157.051643,1192.291795,MAfast<MAslow,0.6,1.0,0.567534,9.999992,2025-10-15T13:59:03.954765
XRPIRT,2.479933,sell,2.455134,2.504732,RSI>70,0.7,1.0,403.2367,9.999867,2025-10-15T13:59:04.800403
DOGEIRT,0.199882,sell,0.196884,0.20288,MAfast<MAslow,0.6,1.0,3335.301161,9.999233,2025-10-15T13:59:05.760680
BTCIRT,111498.411753,buy,113170.887929,109825.935577,MAfast>MAslow,0.6,1.0,0.005979,9.999735,2025-10-15T13:59:07.527563
ETHIRT,4044.32282,buy,4104.987662,3983.657978,MAfast>MAslow,0.6,1.0,0.16484,9.999993,2025-10-15T13:59:08.222547
BNBIRT,1174.671719,sell,1157.051643,1192.291795,MAfast<MAslow,0.6,1.0,0.567534,9.999992,2025-10-15T13:59:08.883708
XRPIRT,2.479933,sell,2.455134,2.504732,RSI>70,0.7,1.0,403.2367,9.999867,2025-10-15T13:59:09.530849
DOGEIRT,0.199882,sell,0.196884,0.20288,MAfast<MAslow,0.6,1.0,3335.301161,9.999233,2025-10-15T13:59:10.195202
BTCIRT,111391.948032,buy,113062.827252,109721.068812,MAfast>MAslow,0.6,1.0,0.005985,10.000212,2025-10-15T13:59:11.730063
ETHIRT,4044.32282,sell,3983.657978,4104.987662,MAfast<MAslow,0.6,1.0,0.16484,9.999993,2025-10-15T13:59:12.234779
BNBIRT,1174.671719,sell,1157.051643,1192.291795,MAfast<MAslow,0.6,1.0,0.567534,9.999992,2025-10-15T13:59:12.820113
XRPIRT,2.47953,sell,2.454735,2.504325,RSI>70,0.7,1.0,403.302239,9.999879,2025-10-15T13:59:13.454814
DOGEIRT,0.199849,sell,0.196851,0.202847,MAfast<MAslow,0.6,1.0,3335.851902,10.000884,2025-10-15T13:59:14.224687
BTCIRT,111545.334753,sell,109872.154732,113218.514774,MAfast<MAslow,0.6,1.0,0.005977,10.000597,2025-10-15T13:59:15.936222
ETHIRT,4043.665788,sell,3983.010801,4104.320775,MAfast<MAslow,0.6,1.0,0.164867,10.000006,2025-10-15T13:59:16.656257
BNBIRT,1174.480884,sell,1156.863671,1192.098097,MAfast<MAslow,0.6,1.0,0.567627,10.000006,2025-10-15T13:59:17.355049
XRPIRT,2.47953,sell,2.454735,2.504325,RSI>70,0.7,1.0,403.302239,9.999879,2025-10-15T13:59:18.040145
DOGEIRT,0.199849,sell,0.196851,0.202847,MAfast<MAslow,0.6,1.0,3335.851902,10.000884,2025-10-15T13:59:18.693519
