Date,Open,High,Low,Close,Volume,symbol
2025-10-10 06:00:00,4368.29,4377.23,4321.1,4328.11,57796.69,ETHUSDT
2025-10-10 07:00:00,4328.11,4334.38,4315.44,4323.37,46670.0,ETHUSDT
2025-10-10 08:00:00,4323.37,4349.67,4313.71,4346.21,31108.71,ETHUSDT
2025-10-10 09:00:00,4346.21,4351.47,4319.23,4322.17,38122.57,ETHUSDT
2025-10-10 10:00:00,4322.17,4345.81,4320.99,4342.99,26539.61,ETHUSDT
2025-10-10 11:00:00,4342.99,4347.85,4328.93,4343.26,21389.36,ETHUSDT
2025-10-10 12:00:00,4343.26,4352.22,4334.55,4348.52,32764.5,ETHUSDT
2025-10-10 13:00:00,4348.52,4390.4,4345.71,4356.45,86466.0,ETHUSDT
2025-10-10 14:00:00,4356.45,4375.35,4282.21,4283.55,119578.99,ETHUSDT
2025-10-10 15:00:00,4283.55,4284.97,4083.45,4103.29,445976.5,ETHUSDT
2025-10-10 16:00:00,4103.29,4138.28,4086.74,4109.02,187399.28,ETHUSDT
2025-10-10 17:00:00,4109.02,4112.61,4078.55,4093.95,104652.09,ETHUSDT
2025-10-10 18:00:00,4093.95,4100.21,4053.68,4053.96,100987.65,ETHUSDT
2025-10-10 19:00:00,4053.96,4064.15,3952.84,3997.43,221233.36,ETHUSDT
2025-10-10 20:00:00,3997.43,4024.89,3892.01,3892.02,206773.33,ETHUSDT
2025-10-10 21:00:00,3892.02,3906.31,3509.08,3838.13,546956.69,ETHUSDT
2025-10-10 22:00:00,3838.13,3908.84,3813.31,3858.66,237901.42,ETHUSDT
2025-10-10 23:00:00,3858.66,3907.08,3793.57,3827.21,276198.23,ETHUSDT
2025-10-11 00:00:00,3827.21,3876.39,3805.69,3837.5,165979.21,ETHUSDT
2025-10-11 01:00:00,3837.5,3839.0,3727.39,3733.42,170854.55,ETHUSDT
2025-10-11 02:00:00,3733.42,3859.62,3730.11,3840.7,152195.88,ETHUSDT
2025-10-11 03:00:00,3840.7,3847.4,3756.44,3791.99,119043.02,ETHUSDT
2025-10-11 04:00:00,3791.99,3818.78,3781.04,3818.56,99579.35,ETHUSDT
2025-10-11 05:00:00,3818.56,3830.71,3763.1,3789.32,104487.61,ETHUSDT
2025-10-11 06:00:00,3789.32,3811.46,3773.14,3781.6,85066.61,ETHUSDT
2025-10-11 07:00:00,3781.6,3785.3,3735.58,3759.26,124124.6,ETHUSDT
2025-10-11 08:00:00,3759.26,3821.51,3749.64,3815.52,109770.58,ETHUSDT
2025-10-11 09:00:00,3815.52,3845.48,3813.17,3829.25,96805.96,ETHUSDT
2025-10-11 10:00:00,3829.25,3855.4,3818.06,3833.72,75535.67,ETHUSDT
2025-10-11 11:00:00,3833.72,3842.31,3788.75,3839.92,83617.03,ETHUSDT
2025-10-11 12:00:00,3839.92,3845.19,3806.19,3823.52,74226.23,ETHUSDT
2025-10-11 13:00:00,3823.52,3838.26,3788.66,3832.39,92912.16,ETHUSDT
2025-10-11 14:00:00,3832.39,3837.57,3797.97,3814.17,82234.44,ETHUSDT
2025-10-11 15:00:00,3814.17,3854.48,3814.1,3825.04,101617.99,ETHUSDT
2025-10-11 16:00:00,3825.04,3847.58,3809.41,3819.93,88742.66,ETHUSDT
2025-10-11 17:00:00,3819.93,3841.36,3813.55,3825.02,66433.54,ETHUSDT
2025-10-11 18:00:00,3825.02,3825.75,3811.01,3815.52,44076.08,ETHUSDT
2025-10-11 19:00:00,3815.52,3816.0,3732.56,3760.14,137156.31,ETHUSDT
2025-10-11 20:00:00,3760.14,3766.15,3662.44,3695.32,171292.36,ETHUSDT
2025-10-11 21:00:00,3695.32,3742.9,3645.76,3735.91,139592.28,ETHUSDT
2025-10-11 22:00:00,3735.91,3762.57,3725.83,3743.17,88759.96,ETHUSDT
2025-10-11 23:00:00,3743.17,3752.36,3732.99,3746.76,66806.59,ETHUSDT
2025-10-12 00:00:00,3746.76,3763.52,3694.83,3700.75,101344.63,ETHUSDT
2025-10-12 01:00:00,3700.75,3739.79,3695.58,3719.19,97710.86,ETHUSDT
2025-10-12 02:00:00,3719.19,3748.21,3708.55,3732.67,85734.22,ETHUSDT
2025-10-12 03:00:00,3732.67,3815.54,3730.21,3781.58,129627.75,ETHUSDT
2025-10-12 04:00:00,3781.58,3822.01,3776.11,3801.61,73656.34,ETHUSDT
2025-10-12 05:00:00,3801.61,3817.22,3796.47,3806.67,35699.41,ETHUSDT
2025-10-12 06:00:00,3806.67,3837.17,3804.3,3833.04,55306.74,ETHUSDT
2025-10-12 07:00:00,3833.04,3844.05,3816.73,3827.92,53158.58,ETHUSDT
2025-10-12 08:00:00,3827.92,3845.1,3821.91,3822.98,46139.41,ETHUSDT
2025-10-12 09:00:00,3822.98,3848.06,3806.52,3843.8,53055.06,ETHUSDT
2025-10-12 10:00:00,3843.8,3861.64,3815.74,3820.18,75534.99,ETHUSDT
2025-10-12 11:00:00,3820.18,3833.63,3814.84,3820.45,38651.47,ETHUSDT
2025-10-12 12:00:00,3820.45,3849.17,3818.92,3832.19,61546.27,ETHUSDT
2025-10-12 13:00:00,3832.19,3834.5,3795.3,3810.12,91725.7,ETHUSDT
2025-10-12 14:00:00,3810.12,4016.78,3808.61,3982.15,251271.5,ETHUSDT
2025-10-12 15:00:00,3982.15,4078.19,3978.44,4034.45,304196.2,ETHUSDT
2025-10-12 16:00:00,4034.45,4155.99,4034.44,4106.14,251397.77,ETHUSDT
2025-10-12 17:00:00,4106.14,4158.48,4099.12,4127.61,145236.7,ETHUSDT
2025-10-12 18:00:00,4127.61,4146.53,4096.59,4109.56,82053.29,ETHUSDT
2025-10-12 19:00:00,4109.56,4140.21,4108.37,4135.87,53948.71,ETHUSDT
2025-10-12 20:00:00,4135.87,4192.43,4126.41,4136.66,119072.37,ETHUSDT
2025-10-12 21:00:00,4136.66,4164.43,4081.69,4135.54,112853.09,ETHUSDT
2025-10-12 22:00:00,4135.54,4154.92,4111.56,4134.6,78848.65,ETHUSDT
