Date,Open,High,Low,Close,Volume,symbol
2025-10-10 06:00:00,9.36e-06,9.38e-06,9.25e-06,9.28e-06,369164131065.0,PEPEUSDT
2025-10-10 07:00:00,9.28e-06,9.3e-06,9.21e-06,9.22e-06,399830057949.98,PEPEUSDT
2025-10-10 08:00:00,9.22e-06,9.29e-06,9.2e-06,9.28e-06,399672946433.26,PEPEUSDT
2025-10-10 09:00:00,9.28e-06,9.31e-06,9.22e-06,9.23e-06,383257203762.0,PEPEUSDT
2025-10-10 10:00:00,9.23e-06,9.3e-06,9.21e-06,9.29e-06,318482320637.54,PEPEUSDT
2025-10-10 11:00:00,9.29e-06,9.33e-06,9.26e-06,9.31e-06,276180322035.98,PEPEUSDT
2025-10-10 12:00:00,9.31e-06,9.34e-06,9.27e-06,9.31e-06,240722974133.02,PEPEUSDT
2025-10-10 13:00:00,9.31e-06,9.39e-06,9.28e-06,9.31e-06,691740930073.68,PEPEUSDT
2025-10-10 14:00:00,9.31e-06,9.35e-06,9.13e-06,9.14e-06,1076184032763.81,PEPEUSDT
2025-10-10 15:00:00,9.14e-06,9.15e-06,8.7e-06,8.78e-06,5247303651943.25,PEPEUSDT
2025-10-10 16:00:00,8.78e-06,8.89e-06,8.71e-06,8.79e-06,1469539245181.52,PEPEUSDT
2025-10-10 17:00:00,8.79e-06,8.83e-06,8.31e-06,8.43e-06,4881114688242.51,PEPEUSDT
2025-10-10 18:00:00,8.43e-06,8.73e-06,8.4e-06,8.66e-06,2242797345179.48,PEPEUSDT
2025-10-10 19:00:00,8.66e-06,8.69e-06,8.51e-06,8.56e-06,1719726850940.76,PEPEUSDT
2025-10-10 20:00:00,8.56e-06,8.65e-06,8.3e-06,8.3e-06,2692603971134.83,PEPEUSDT
2025-10-10 21:00:00,8.3e-06,8.3e-06,3.65e-06,5.81e-06,14573671553477.3,PEPEUSDT
2025-10-10 22:00:00,5.81e-06,6.76e-06,5.78e-06,6.7e-06,8543801518696.05,PEPEUSDT
2025-10-10 23:00:00,6.7e-06,7.06e-06,6.52e-06,6.69e-06,6091300972433.31,PEPEUSDT
2025-10-11 00:00:00,6.69e-06,6.96e-06,6.6e-06,6.86e-06,3949650838269.97,PEPEUSDT
2025-10-11 01:00:00,6.86e-06,6.87e-06,6.57e-06,6.62e-06,3290514904323.58,PEPEUSDT
2025-10-11 02:00:00,6.62e-06,7.1e-06,6.61e-06,7.02e-06,2162645416315.3,PEPEUSDT
2025-10-11 03:00:00,7.02e-06,7.07e-06,6.79e-06,6.87e-06,1382084325048.65,PEPEUSDT
2025-10-11 04:00:00,6.87e-06,7.07e-06,6.86e-06,7.05e-06,1516542618799.01,PEPEUSDT
2025-10-11 05:00:00,7.05e-06,7.1e-06,6.88e-06,6.93e-06,1375534624803.3,PEPEUSDT
2025-10-11 06:00:00,6.93e-06,7.05e-06,6.9e-06,6.93e-06,1010683438690.0,PEPEUSDT
2025-10-11 07:00:00,6.93e-06,7.02e-06,6.87e-06,6.96e-06,1350834382669.0,PEPEUSDT
2025-10-11 08:00:00,6.96e-06,7.29e-06,6.94e-06,7.27e-06,2305376992030.06,PEPEUSDT
2025-10-11 09:00:00,7.27e-06,7.37e-06,7.15e-06,7.19e-06,1634238291760.19,PEPEUSDT
2025-10-11 10:00:00,7.19e-06,7.26e-06,7.16e-06,7.23e-06,1240476167464.33,PEPEUSDT
2025-10-11 11:00:00,7.23e-06,7.23e-06,7.09e-06,7.2e-06,1335322825554.14,PEPEUSDT
2025-10-11 12:00:00,7.2e-06,7.22e-06,7.01e-06,7.06e-06,1448407611355.0,PEPEUSDT
2025-10-11 13:00:00,7.06e-06,7.13e-06,6.94e-06,7.08e-06,1716546334490.0,PEPEUSDT
2025-10-11 14:00:00,7.08e-06,7.09e-06,6.98e-06,7.08e-06,1178701694329.45,PEPEUSDT
2025-10-11 15:00:00,7.08e-06,7.16e-06,7.03e-06,7.1e-06,916400554211.0,PEPEUSDT
2025-10-11 16:00:00,7.1e-06,7.14e-06,7.01e-06,7.07e-06,807383022254.91,PEPEUSDT
2025-10-11 17:00:00,7.07e-06,7.11e-06,7.02e-06,7.07e-06,644581853722.12,PEPEUSDT
2025-10-11 18:00:00,7.07e-06,7.08e-06,7e-06,7e-06,522381949508.22,PEPEUSDT
2025-10-11 19:00:00,7e-06,7.01e-06,6.72e-06,6.77e-06,1982930772671.96,PEPEUSDT
2025-10-11 20:00:00,6.77e-06,6.79e-06,6.59e-06,6.63e-06,1724152635555.06,PEPEUSDT
2025-10-11 21:00:00,6.63e-06,6.72e-06,6.49e-06,6.68e-06,2621140027142.33,PEPEUSDT
2025-10-11 22:00:00,6.68e-06,6.74e-06,6.64e-06,6.69e-06,1080535761544.0,PEPEUSDT
2025-10-11 23:00:00,6.69e-06,6.75e-06,6.67e-06,6.72e-06,671575062637.0,PEPEUSDT
2025-10-12 00:00:00,6.72e-06,6.73e-06,6.56e-06,6.58e-06,1235443914858.0,PEPEUSDT
2025-10-12 01:00:00,6.58e-06,6.68e-06,6.55e-06,6.56e-06,1229955909302.78,PEPEUSDT
2025-10-12 02:00:00,6.56e-06,6.68e-06,6.53e-06,6.6e-06,1312116769297.0,PEPEUSDT
2025-10-12 03:00:00,6.6e-06,6.73e-06,6.58e-06,6.65e-06,1158275706898.0,PEPEUSDT
2025-10-12 04:00:00,6.65e-06,6.8e-06,6.64e-06,6.75e-06,1034224263839.33,PEPEUSDT
2025-10-12 05:00:00,6.75e-06,6.78e-06,6.71e-06,6.74e-06,693557797594.33,PEPEUSDT
2025-10-12 06:00:00,6.74e-06,6.83e-06,6.72e-06,6.83e-06,905538853813.52,PEPEUSDT
2025-10-12 07:00:00,6.83e-06,6.86e-06,6.77e-06,6.81e-06,971228449110.0,PEPEUSDT
2025-10-12 08:00:00,6.81e-06,6.85e-06,6.72e-06,6.72e-06,694603474028.0,PEPEUSDT
2025-10-12 09:00:00,6.72e-06,6.76e-06,6.65e-06,6.76e-06,949137602554.76,PEPEUSDT
2025-10-12 10:00:00,6.76e-06,6.8e-06,6.7e-06,6.72e-06,841897357904.78,PEPEUSDT
2025-10-12 11:00:00,6.72e-06,6.77e-06,6.71e-06,6.76e-06,532732711797.0,PEPEUSDT
2025-10-12 12:00:00,6.76e-06,6.85e-06,6.75e-06,6.82e-06,950964437741.95,PEPEUSDT
2025-10-12 13:00:00,6.82e-06,6.88e-06,6.69e-06,6.73e-06,1223538452524.3,PEPEUSDT
2025-10-12 14:00:00,6.73e-06,7.17e-06,6.72e-06,7.07e-06,4063789509780.43,PEPEUSDT
2025-10-12 15:00:00,7.07e-06,7.32e-06,7.05e-06,7.28e-06,3850720327265.32,PEPEUSDT
2025-10-12 16:00:00,7.28e-06,7.5e-06,7.27e-06,7.43e-06,4329835980389.98,PEPEUSDT
2025-10-12 17:00:00,7.43e-06,7.48e-06,7.35e-06,7.44e-06,1302248750983.0,PEPEUSDT
2025-10-12 18:00:00,7.44e-06,7.53e-06,7.38e-06,7.44e-06,946187882845.0,PEPEUSDT
2025-10-12 19:00:00,7.44e-06,7.66e-06,7.44e-06,7.65e-06,941252627153.26,PEPEUSDT
2025-10-12 20:00:00,7.65e-06,7.72e-06,7.57e-06,7.59e-06,1214201644342.0,PEPEUSDT
2025-10-12 21:00:00,7.59e-06,7.66e-06,7.44e-06,7.52e-06,1572717504551.08,PEPEUSDT
2025-10-12 22:00:00,7.52e-06,7.6e-06,7.43e-06,7.48e-06,1290581686077.52,PEPEUSDT
2025-10-12 23:00:00,7.48e-06,7.51e-06,7.39e-06,7.48e-06,896561533737.33,PEPEUSDT
2025-10-13 00:00:00,7.48e-06,7.54e-06,7.36e-06,7.4e-06,1333112278515.6,PEPEUSDT
2025-10-13 01:00:00,7.4e-06,7.52e-06,7.34e-06,7.51e-06,1086660059117.0,PEPEUSDT
2025-10-13 02:00:00,7.51e-06,7.58e-06,7.43e-06,7.58e-06,977598947961.92,PEPEUSDT
2025-10-13 03:00:00,7.58e-06,7.6e-06,7.49e-06,7.52e-06,1015319064385.38,PEPEUSDT
2025-10-13 04:00:00,7.52e-06,7.57e-06,7.43e-06,7.56e-06,807707412997.0,PEPEUSDT
2025-10-13 05:00:00,7.56e-06,7.59e-06,7.5e-06,7.56e-06,608459171187.0,PEPEUSDT
2025-10-13 06:00:00,7.56e-06,7.68e-06,7.51e-06,7.62e-06,909420910495.96,PEPEUSDT
2025-10-13 07:00:00,7.62e-06,7.77e-06,7.6e-06,7.6e-06,1215880590137.6,PEPEUSDT
2025-10-13 08:00:00,7.6e-06,7.69e-06,7.57e-06,7.66e-06,1056936463016.01,PEPEUSDT
2025-10-13 09:00:00,7.66e-06,7.66e-06,7.53e-06,7.64e-06,844819258783.38,PEPEUSDT
2025-10-13 10:00:00,7.64e-06,7.68e-06,7.57e-06,7.65e-06,790602219831.44,PEPEUSDT
2025-10-13 11:00:00,7.65e-06,7.67e-06,7.34e-06,7.49e-06,3098425787635.63,PEPEUSDT
2025-10-13 12:00:00,7.49e-06,7.67e-06,7.43e-06,7.59e-06,1217404982463.34,PEPEUSDT
2025-10-13 13:00:00,7.59e-06,7.81e-06,7.54e-06,7.71e-06,4049537074356.15,PEPEUSDT
2025-10-13 14:00:00,7.71e-06,7.74e-06,7.52e-06,7.58e-06,2034576017815.53,PEPEUSDT
2025-10-13 15:00:00,7.58e-06,7.8e-06,7.57e-06,7.76e-06,1434947380921.16,PEPEUSDT
2025-10-13 16:00:00,7.76e-06,7.87e-06,7.72e-06,7.82e-06,1848840291341.46,PEPEUSDT
2025-10-13 17:00:00,7.82e-06,7.97e-06,7.8e-06,7.97e-06,1509805892560.74,PEPEUSDT
2025-10-13 18:00:00,7.97e-06,7.97e-06,7.86e-06,7.86e-06,1042018155203.0,PEPEUSDT
2025-10-13 19:00:00,7.86e-06,7.92e-06,7.83e-06,7.87e-06,716826731861.97,PEPEUSDT
2025-10-13 20:00:00,7.87e-06,7.95e-06,7.84e-06,7.94e-06,539209186987.0,PEPEUSDT
2025-10-13 21:00:00,7.94e-06,7.97e-06,7.86e-06,7.87e-06,639440432143.0,PEPEUSDT
2025-10-13 22:00:00,7.87e-06,7.95e-06,7.87e-06,7.92e-06,452879148069.77,PEPEUSDT
2025-10-13 23:00:00,7.92e-06,7.92e-06,7.8e-06,7.84e-06,806908647766.84,PEPEUSDT
2025-10-14 00:00:00,7.84e-06,7.91e-06,7.82e-06,7.89e-06,585769453880.39,PEPEUSDT
2025-10-14 01:00:00,7.89e-06,7.89e-06,7.78e-06,7.81e-06,661232708330.0,PEPEUSDT
2025-10-14 02:00:00,7.81e-06,7.82e-06,7.68e-06,7.71e-06,884544807478.14,PEPEUSDT
2025-10-14 03:00:00,7.71e-06,7.72e-06,7.62e-06,7.67e-06,964411830681.0,PEPEUSDT
2025-10-14 04:00:00,7.67e-06,7.7e-06,7.52e-06,7.56e-06,905504721486.55,PEPEUSDT
2025-10-14 05:00:00,7.56e-06,7.64e-06,7.43e-06,7.48e-06,1808636762891.37,PEPEUSDT
2025-10-14 06:00:00,7.48e-06,7.53e-06,7.16e-06,7.31e-06,3053702801644.37,PEPEUSDT
2025-10-14 07:00:00,7.31e-06,7.36e-06,7.2e-06,7.25e-06,2135008571832.99,PEPEUSDT
2025-10-14 08:00:00,7.25e-06,7.35e-06,7.21e-06,7.28e-06,1394198703569.0,PEPEUSDT
2025-10-14 09:00:00,7.28e-06,7.35e-06,7.27e-06,7.3e-06,970197974555.87,PEPEUSDT
2025-10-14 10:00:00,7.3e-06,7.31e-06,7.11e-06,7.22e-06,2401824399502.79,PEPEUSDT
2025-10-14 11:00:00,7.22e-06,7.32e-06,7.21e-06,7.26e-06,1939171619680.83,PEPEUSDT
2025-10-14 12:00:00,7.26e-06,7.27e-06,7.14e-06,7.16e-06,1417181667242.1,PEPEUSDT
